week,month,segment,zone,vehicle_class,total_transactions,total_revenue_eur,avg_toll_eur
19,May,A2_Ost,Ost,Bus,690,8391.89,12.1622
19,May,A9_Sued,Sued,Bus,702,6846.5,9.7528
19,May,A7_West,West,Bus,651,5360.76,8.2347
19,May,A1_Nord,Nord,Bus,738,5165.69,6.9996
19,May,A100_Berlin,Berlin,LKW_18t,926,2918.03,3.1512
19,May,A100_Berlin,Berlin,LKW_7.5t,1223,2627.6,2.1485
19,May,A100_Berlin,Berlin,Bus,733,1307.1,1.7832
19,May,A100_Berlin,Berlin,PKW,1945,0.0,0.0
19,May,A2_Ost,Ost,PKW,1997,0.0,0.0
19,May,A9_Sued,Sued,PKW,1865,0.0,0.0
19,May,A1_Nord,Nord,PKW,1869,0.0,0.0
19,May,A7_West,West,PKW,1935,0.0,0.0
20,May,A2_Ost,Ost,LKW_18t,926,19945.64,21.5396
20,May,A2_Ost,Ost,LKW_7.5t,1213,17827.17,14.6968
20,May,A9_Sued,Sued,LKW_18t,938,16131.99,17.1983
20,May,A9_Sued,Sued,LKW_7.5t,1184,13924.21,11.7603
20,May,A7_West,West,LKW_18t,949,13811.09,14.5533
20,May,A1_Nord,Nord,LKW_18t,978,12089.93,12.3619
20,May,A7_West,West,LKW_7.5t,1156,11465.89,9.9186
20,May,A1_Nord,Nord,LKW_7.5t,1245,10503.44,8.4365
20,May,A2_Ost,Ost,Bus,739,9002.08,12.1814
20,May,A9_Sued,Sued,Bus,693,6716.46,9.6919
20,May,A7_West,West,Bus,695,5705.16,8.2089
20,May,A1_Nord,Nord,Bus,761,5326.07,6.9988
20,May,A100_Berlin,Berlin,LKW_18t,919,2902.83,3.1587
20,May,A100_Berlin,Berlin,LKW_7.5t,1185,2548.62,2.1507
20,May,A100_Berlin,Berlin,Bus,729,1300.03,1.7833
20,May,A1_Nord,Nord,PKW,1985,0.0,0.0
20,May,A7_West,West,PKW,1939,0.0,0.0
20,May,A2_Ost,Ost,PKW,1792,0.0,0.0
20,May,A100_Berlin,Berlin,PKW,1948,0.0,0.0
20,May,A9_Sued,Sued,PKW,1860,0.0,0.0
21,May,A2_Ost,Ost,LKW_18t,1007,21621.38,21.4711
21,May,A2_Ost,Ost,LKW_7.5t,1291,18899.52,14.6394
21,May,A9_Sued,Sued,LKW_18t,1013,17438.94,17.2151
21,May,A9_Sued,Sued,LKW_7.5t,1220,14301.95,11.7229
21,May,A7_West,West,LKW_18t,953,13863.51,14.5472
21,May,A7_West,West,LKW_7.5t,1203,11907.68,9.8983
21,May,A1_Nord,Nord,LKW_18t,960,11878.77,12.3737
21,May,A1_Nord,Nord,LKW_7.5t,1233,10429.62,8.4587
21,May,A2_Ost,Ost,Bus,751,9104.08,12.1226
21,May,A9_Sued,Sued,Bus,713,6948.32,9.7452
21,May,A7_West,West,Bus,725,5989.51,8.2614
21,May,A1_Nord,Nord,Bus,722,5081.08,7.0375
21,May,A100_Berlin,Berlin,LKW_18t,979,3084.78,3.151
21,May,A100_Berlin,Berlin,LKW_7.5t,1214,2607.98,2.1483
21,May,A100_Berlin,Berlin,Bus,724,1291.86,1.7843
21,May,A2_Ost,Ost,PKW,1930,0.0,0.0
21,May,A100_Berlin,Berlin,PKW,1910,0.0,0.0
21,May,A9_Sued,Sued,PKW,1941,0.0,0.0
21,May,A7_West,West,PKW,1865,0.0,0.0
21,May,A1_Nord,Nord,PKW,1910,0.0,0.0
22,May,A2_Ost,Ost,LKW_18t,784,16837.45,21.4763
22,May,A2_Ost,Ost,LKW_7.5t,1004,14687.71,14.6292
22,May,A9_Sued,Sued,LKW_18t,773,13294.72,17.1989
22,May,A9_Sued,Sued,LKW_7.5t,967,11371.2,11.7593
22,May,A7_West,West,LKW_18t,716,10414.21,14.545
22,May,A1_Nord,Nord,LKW_18t,760,9413.41,12.3861
22,May,A7_West,West,LKW_7.5t,919,9137.68,9.9431
22,May,A1_Nord,Nord,LKW_7.5t,998,8414.42,8.4313
22,May,A2_Ost,Ost,Bus,611,7427.84,12.1569
22,May,A9_Sued,Sued,Bus,585,5690.25,9.7269
22,May,A7_West,West,Bus,573,4730.63,8.2559
22,May,A1_Nord,Nord,Bus,576,4044.88,7.0224
22,June,A2_Ost,Ost,LKW_18t,168,3601.41,21.437
22,June,A2_Ost,Ost,LKW_7.5t,237,3492.4,14.7359
22,June,A9_Sued,Sued,LKW_18t,167,2874.45,17.2123
22,June,A7_West,West,LKW_18t,197,2871.26,14.5749
22,June,A9_Sued,Sued,LKW_7.5t,220,2583.07,11.7412
22,May,A100_Berlin,Berlin,LKW_18t,767,2416.52,3.1506
22,June,A1_Nord,Nord,LKW_18t,192,2372.16,12.355
22,June,A7_West,West,LKW_7.5t,219,2172.08,9.9182
22,May,A100_Berlin,Berlin,LKW_7.5t,964,2080.15,2.1578
22,June,A1_Nord,Nord,LKW_7.5t,220,1866.69,8.4849
22,June,A2_Ost,Ost,Bus,116,1412.76,12.179
22,June,A9_Sued,Sued,Bus,138,1342.0,9.7246
22,June,A7_West,West,Bus,149,1226.02,8.2283
22,June,A1_Nord,Nord,Bus,146,1028.8,7.0466
22,May,A100_Berlin,Berlin,Bus,544,971.06,1.785
22,June,A100_Berlin,Berlin,LKW_18t,175,551.34,3.1505
22,June,A100_Berlin,Berlin,LKW_7.5t,234,502.98,2.1495
22,June,A100_Berlin,Berlin,Bus,118,210.28,1.782
22,May,A2_Ost,Ost,PKW,1589,0.0,0.0
22,June,A9_Sued,Sued,PKW,341,0.0,0.0
22,May,A1_Nord,Nord,PKW,1594,0.0,0.0
22,June,A2_Ost,Ost,PKW,384,0.0,0.0
22,May,A7_West,West,PKW,1466,0.0,0.0
22,June,A100_Berlin,Berlin,PKW,343,0.0,0.0
22,May,A9_Sued,Sued,PKW,1567,0.0,0.0
22,May,A100_Berlin,Berlin,PKW,1568,0.0,0.0
22,June,A7_West,West,PKW,382,0.0,0.0
22,June,A1_Nord,Nord,PKW,381,0.0,0.0
23,June,A2_Ost,Ost,LKW_18t,981,21088.02,21.4965
23,June,A2_Ost,Ost,LKW_7.5t,1207,17714.11,14.6761
23,June,A9_Sued,Sued,LKW_18t,941,16219.05,17.236
23,June,A9_Sued,Sued,LKW_7.5t,1216,14284.31,11.747
23,June,A7_West,West,LKW_18t,959,13948.88,14.5452
23,June,A7_West,West,LKW_7.5t,1236,12233.76,9.8979
23,June,A1_Nord,Nord,LKW_18t,917,11352.77,12.3803
23,June,A1_Nord,Nord,LKW_7.5t,1183,10006.77,8.4588
23,June,A2_Ost,Ost,Bus,727,8823.12,12.1363
23,June,A9_Sued,Sued,Bus,683,6652.79,9.7405
23,June,A7_West,West,Bus,782,6442.5,8.2385
23,June,A1_Nord,Nord,Bus,750,5255.46,7.0073
23,June,A100_Berlin,Berlin,LKW_18t,930,2928.25,3.1487
23,June,A100_Berlin,Berlin,LKW_7.5t,1258,2702.17,2.148
23,June,A100_Berlin,Berlin,Bus,737,1314.16,1.7831
23,June,A1_Nord,Nord,PKW,2009,0.0,0.0
23,June,A100_Berlin,Berlin,PKW,1883,0.0,0.0
23,June,A2_Ost,Ost,PKW,1920,0.0,0.0
23,June,A9_Sued,Sued,PKW,1897,0.0,0.0
23,June,A7_West,West,PKW,1973,0.0,0.0
24,June,A2_Ost,Ost,LKW_18t,888,19085.12,21.4923
24,June,A2_Ost,Ost,LKW_7.5t,1228,18003.35,14.6607
24,June,A9_Sued,Sued,LKW_18t,865,14849.55,17.1671
24,June,A7_West,West,LKW_18t,1011,14646.32,14.487
24,June,A9_Sued,Sued,LKW_7.5t,1145,13490.96,11.7825
24,June,A7_West,West,LKW_7.5t,1213,12048.34,9.9327
24,June,A1_Nord,Nord,LKW_18t,941,11651.93,12.3825
24,June,A1_Nord,Nord,LKW_7.5t,1202,10189.8,8.4774
24,June,A2_Ost,Ost,Bus,735,8936.79,12.1589
24,June,A9_Sued,Sued,Bus,721,7014.59,9.729
24,June,A1_Nord,Nord,Bus,778,5450.57,7.0059
24,June,A7_West,West,Bus,656,5386.21,8.2107
24,June,A100_Berlin,Berlin,LKW_18t,964,3039.11,3.1526
24,June,A100_Berlin,Berlin,LKW_7.5t,1172,2523.03,2.1528
24,June,A100_Berlin,Berlin,Bus,726,1291.9,1.7795
24,June,A1_Nord,Nord,PKW,1928,0.0,0.0
24,June,A7_West,West,PKW,1925,0.0,0.0
24,June,A100_Berlin,Berlin,PKW,1852,0.0,0.0
24,June,A2_Ost,Ost,PKW,1802,0.0,0.0
24,June,A9_Sued,Sued,PKW,1816,0.0,0.0
25,June,A2_Ost,Ost,LKW_18t,894,19253.8,21.5367
25,June,A9_Sued,Sued,LKW_18t,1038,17872.12,17.2178
25,June,A2_Ost,Ost,LKW_7.5t,1168,17123.95,14.6609
25,June,A7_West,West,LKW_18t,961,13955.24,14.5216
25,June,A9_Sued,Sued,LKW_7.5t,1170,13737.48,11.7414
25,June,A7_West,West,LKW_7.5t,1170,11610.69,9.9237
25,June,A1_Nord,Nord,LKW_18t,917,11380.9,12.411
25,June,A1_Nord,Nord,LKW_7.5t,1183,9992.87,8.4471
25,June,A2_Ost,Ost,Bus,714,8679.34,12.1559
25,June,A9_Sued,Sued,Bus,673,6546.62,9.7275
25,June,A7_West,West,Bus,685,5648.4,8.2458
25,June,A1_Nord,Nord,Bus,714,5000.61,7.0037
25,June,A100_Berlin,Berlin,LKW_18t,936,2949.21,3.1509
25,June,A100_Berlin,Berlin,LKW_7.5t,1188,2554.57,2.1503
25,June,A100_Berlin,Berlin,Bus,713,1270.81,1.7823
25,June,A100_Berlin,Berlin,PKW,1944,0.0,0.0
25,June,A9_Sued,Sued,PKW,1965,0.0,0.0
25,June,A1_Nord,Nord,PKW,1893,0.0,0.0
25,June,A7_West,West,PKW,1893,0.0,0.0
25,June,A2_Ost,Ost,PKW,1840,0.0,0.0
26,June,A2_Ost,Ost,LKW_18t,993,21370.2,21.5208
26,June,A2_Ost,Ost,LKW_7.5t,1132,16579.02,14.6458
26,June,A9_Sued,Sued,LKW_18t,928,15962.61,17.2011
26,June,A7_West,West,LKW_18t,991,14403.41,14.5342
26,June,A9_Sued,Sued,LKW_7.5t,1203,14144.77,11.7579
26,June,A1_Nord,Nord,LKW_18t,961,11924.6,12.4085
26,June,A7_West,West,LKW_7.5t,1133,11266.06,9.9436
26,June,A1_Nord,Nord,LKW_7.5t,1182,9994.09,8.4552
26,June,A2_Ost,Ost,Bus,712,8643.64,12.1399
26,June,A9_Sued,Sued,Bus,740,7195.18,9.7232
26,June,A7_West,West,Bus,743,6113.16,8.2277
26,June,A1_Nord,Nord,Bus,796,5586.68,7.0184
26,June,A100_Berlin,Berlin,LKW_18t,911,2869.24,3.1496
26,June,A100_Berlin,Berlin,LKW_7.5t,1177,2533.61,2.1526
26,June,A100_Berlin,Berlin,Bus,745,1329.46,1.7845
26,June,A9_Sued,Sued,PKW,1847,0.0,0.0
26,June,A7_West,West,PKW,1867,0.0,0.0
26,June,A1_Nord,Nord,PKW,1942,0.0,0.0
26,June,A2_Ost,Ost,PKW,1903,0.0,0.0
26,June,A100_Berlin,Berlin,PKW,1918,0.0,0.0
